set_num,name,year,theme_id,num_parts,img_url,figs,retail,unique_figs,rating,retire_month,value,brickset_rating
6862-2,Superman vs Power Armour Lex,2012,701,208,https://cdn.rebrickable.com/media/sets/6862-2.jpg,3,19.99,1,4.6,December 2014,33.74,3.9
6863-1,Batwing Battle Over Gotham City,2012,697,279,https://cdn.rebrickable.com/media/sets/6863-1.jpg,3,34.99,1,4.5,December 2013,52.32,3.9
6864-1,Batmobile and the Two-Face Chase,2012,697,532,https://cdn.rebrickable.com/media/sets/6864-1.jpg,5,49.99,3,4.5,December 2013,96.15,3.9
6866-1,Wolverine's Chopper Showdown,2012,707,200,https://cdn.rebrickable.com/media/sets/6866-1.jpg,3,19.99,3,4.9,December 2013,179.59,4.2
6868-1,Hulk's Helicarrier Breakout,2012,702,390,https://cdn.rebrickable.com/media/sets/6868-1.jpg,4,49.99,1,4.7,November 2013,86.44,3.7
6869-1,Quinjet Aerial Battle,2012,702,751,https://cdn.rebrickable.com/media/sets/6869-1.jpg,5,69.99,2,4.2,December 2013,78.67,4.2
6873-1,Spider-Man's Doc Ock Ambush,2012,706,296,https://cdn.rebrickable.com/media/sets/6873-1.jpg,3,34.99,2,4.7,December 2013,72.02,3.6
70002-1,Lennox' Lion Attack,2013,571,230,https://cdn.rebrickable.com/media/sets/70002-1.jpg,2,17.99,0,4.2,January 2014,37.51,3.3
70003-1,Eris' Eagle Interceptor,2013,571,348,https://cdn.rebrickable.com/media/sets/70003-1.jpg,3,29.99,0,4.2,December 2013,45.46,3.9
70004-1,Wakz' Pack Tracker,2013,571,297,https://cdn.rebrickable.com/media/sets/70004-1.jpg,3,29.99,0,4.6,January 2014,54.04,3.8
70005-1,Laval's Royal Fighter,2013,571,419,https://cdn.rebrickable.com/media/sets/70005-1.jpg,3,39.99,1,4.5,October 2014,80.84,3.8
70006-1,Cragger's Command Ship,2013,571,610,https://cdn.rebrickable.com/media/sets/70006-1.jpg,6,69.99,3,4.7,April 2014,190.52,4.1
70007-1,Eglor's Twin Bike,2013,571,223,https://cdn.rebrickable.com/media/sets/70007-1.jpg,2,19.99,1,4.7,October 2014,61.09,3.6
70008-1,Gorzan's Gorilla Striker,2013,571,505,https://cdn.rebrickable.com/media/sets/70008-1.jpg,4,49.99,2,4.5,October 2014,68.99,3.8
70009-1,Worriz's Combat Lair,2013,571,664,https://cdn.rebrickable.com/media/sets/70009-1.jpg,6,59.99,3,4.5,October 2014,102.43,4.1
70010-1,The Lion CHI Temple,2013,571,1259,https://cdn.rebrickable.com/media/sets/70010-1.jpg,7,99.99,5,4.5,May 2014,189.66,4.4
70011-1,Eagles' Castle,2013,572,372,https://cdn.rebrickable.com/media/sets/70011-1.jpg,3,34.99,2,4.2,December 2013,35.37,3.4
70012-2,Razar's CHI Raider,2013,571,412,https://cdn.rebrickable.com/media/sets/70012-2.jpg,3,39.99,0,4.2,January 2014,48.94,4.0
70013-1,Equila's Ultra Striker,2013,571,339,https://cdn.rebrickable.com/media/sets/70013-1.jpg,3,39.99,0,4.2,November 2013,58.57,4.0
70014-1,The Croc Swamp Hideout,2013,571,647,https://cdn.rebrickable.com/media/sets/70014-1.jpg,5,69.99,0,4.7,October 2014,216.51,4.1
70115-1,Ultimate Speedor Tournament,2013,572,246,https://cdn.rebrickable.com/media/sets/70115-1.jpg,2,19.99,0,4.5,November 2013,58.35,3.4
70130-1,Sparratus' Spider Stalker,2014,571,292,https://cdn.rebrickable.com/media/sets/70130-1.jpg,2,17.99,0,4.3,January 2015,41.98,3.7
70131-1,Rogon's Rock Flinger,2014,571,257,https://cdn.rebrickable.com/media/sets/70131-1.jpg,3,24.99,2,4.7,January 2015,74.49,3.9
70132-1,Scorm's Scorpion Stinger,2014,571,434,https://cdn.rebrickable.com/media/sets/70132-1.jpg,3,34.99,3,4.5,January 2015,124.62,3.9
70133-1,Spinlyn's Cavern,2014,571,407,https://cdn.rebrickable.com/media/sets/70133-1.jpg,3,34.99,1,4.7,January 2015,69.83,3.8
70134-1,Lavertus' Outland Base,2014,571,684,https://cdn.rebrickable.com/media/sets/70134-1.jpg,4,49.99,2,4.3,January 2015,88.27,4.0
70135-1,Cragger's Fire Striker,2014,571,380,https://cdn.rebrickable.com/media/sets/70135-1.jpg,3,34.99,1,4.4,December 2015,56.65,3.6
70141-1,Vardy's Ice Vulture Glider,2014,571,217,https://cdn.rebrickable.com/media/sets/70141-1.jpg,2,17.99,1,4.4,August 2015,29.95,3.7
70142-1,Eris' Fire Eagle Flyer,2014,571,330,https://cdn.rebrickable.com/media/sets/70142-1.jpg,3,24.99,2,4.3,August 2015,43.64,3.6
70143-1,Sir Fangar's Sabre-Tooth Walker,2014,571,415,https://cdn.rebrickable.com/media/sets/70143-1.jpg,3,34.99,0,4.8,September 2015,99.66,3.8
70144-1,Laval's Fire Lion,2014,571,450,https://cdn.rebrickable.com/media/sets/70144-1.jpg,3,39.99,3,4.5,August 2015,113.98,3.7
70145-1,Maula's Ice Mammoth Stomper,2014,571,604,https://cdn.rebrickable.com/media/sets/70145-1.jpg,6,69.99,4,4.7,October 2015,132.02,4.4
70146-1,Flying Phoenix Fire Temple,2014,571,1301,https://cdn.rebrickable.com/media/sets/70146-1.jpg,7,89.99,6,4.7,February 2016,175.79,4.2
70147-1,Sir Fangar's Ice Fortress,2014,571,670,https://cdn.rebrickable.com/media/sets/70147-1.jpg,5,59.99,0,4.7,January 2016,151.69,4.2
70161-1,Tremor Track Infiltration,2014,303,241,https://cdn.rebrickable.com/media/sets/70161-1.jpg,2,17.99,2,4.5,August 2015,52.13,3.6
70162-1,Infearno Interception,2014,303,312,https://cdn.rebrickable.com/media/sets/70162-1.jpg,2,24.99,1,4.4,October 2015,46.26,4.1
70163-1,Toxikita's Toxic Meltdown,2014,303,429,https://cdn.rebrickable.com/media/sets/70163-1.jpg,4,34.99,5,4.2,August 2015,49.23,4.0
70164-1,Hurricane Heist,2014,303,589,https://cdn.rebrickable.com/media/sets/70164-1.jpg,4,49.99,4,4.2,January 2016,61.41,3.9
70165-1,Ultra Agents Mission HQ,2014,303,1059,https://cdn.rebrickable.com/media/sets/70165-1.jpg,5,79.99,5,4.3,October 2015,202.82,4.3
70167-1,Invizable Gold Getaway,2015,303,237,https://cdn.rebrickable.com/media/sets/70167-1.jpg,2,17.99,1,4.8,November 2015,68.78,4.0
70168-1,Drillex Diamond Job,2015,303,312,https://cdn.rebrickable.com/media/sets/70168-1.jpg,2,24.99,2,4.3,November 2015,48.28,4.0
70169-1,Agent Stealth Patrol,2015,303,475,https://cdn.rebrickable.com/media/sets/70169-1.jpg,4,39.99,2,4.2,December 2015,59.62,4.1
70170-1,UltraCopter vs. AntiMatter,2015,303,614,https://cdn.rebrickable.com/media/sets/70170-1.jpg,4,59.99,2,4.3,November 2015,113.73,4.3
70172-1,AntiMatter's Portal Hideout,2015,303,474,https://cdn.rebrickable.com/media/sets/70172-1.jpg,4,49.99,2,4.7,December 2015,233.40,3.4
70173-1,Ultra Agents Ocean HQ,2015,303,1204,https://cdn.rebrickable.com/media/sets/70173-1.jpg,6,79.99,3,4.8,August 2015,359.22,4.4
70222-1,Tormak's Shadow Blazer,2015,571,311,https://cdn.rebrickable.com/media/sets/70222-1.jpg,3,29.99,3,4.5,November 2015,74.46,3.8
70223-1,Icebite's Claw Driller,2015,571,629,https://cdn.rebrickable.com/media/sets/70223-1.jpg,4,39.99,3,4.8,December 2015,142.30,4.1
70224-1,Tiger's Mobile Command,2015,571,712,https://cdn.rebrickable.com/media/sets/70224-1.jpg,6,59.99,5,4.7,December 2015,206.56,4.3
70225-1,Bladvic's Rumble Bear,2015,571,415,https://cdn.rebrickable.com/media/sets/70225-1.jpg,3,34.99,2,4.3,December 2015,86.82,3.9
70227-1,King Crominus' Rescue,2015,571,863,https://cdn.rebrickable.com/media/sets/70227-1.jpg,6,69.99,5,4.5,January 2016,129.58,4.0
70228-1,Vultrix's Sky Scavenger,2015,571,480,https://cdn.rebrickable.com/media/sets/70228-1.jpg,3,34.99,2,4.3,November 2015,47.71,4.3
70312-1,Lance's Mecha Horse,2016,605,237,https://cdn.rebrickable.com/media/sets/70312-1.jpg,3,17.99,1,4.4,February 2017,34.17,3.7
70314-1,Beast Master's Chaos Chariot,2016,605,314,https://cdn.rebrickable.com/media/sets/70314-1.jpg,2,24.99,1,4.4,January 2017,48.41,3.8
70315-1,Clay's Rumble Blade,2016,605,367,https://cdn.rebrickable.com/media/sets/70315-1.jpg,5,29.99,1,4.7,November 2016,117.25,4.2
70316-1,Jestro's Evil Mobile,2016,605,658,https://cdn.rebrickable.com/media/sets/70316-1.jpg,2,39.99,0,4.7,May 2017,106.56,4.0
70317-1,The Fortrex,2016,605,1140,https://cdn.rebrickable.com/media/sets/70317-1.jpg,7,79.99,4,4.5,November 2017,188.79,4.3
70319-1,Macy's Thunder Mace,2016,605,202,https://cdn.rebrickable.com/media/sets/70319-1.jpg,0,17.99,0,4.3,May 2017,34.56,3.2
70320-1,Aaron Fox's Aero-Striker V2,2016,605,301,https://cdn.rebrickable.com/media/sets/70320-1.jpg,3,29.99,3,4.6,May 2017,43.48,3.8
70321-1,General Magmar's Siege Machine of Doom,2016,605,516,https://cdn.rebrickable.com/media/sets/70321-1.jpg,3,34.99,2,4.5,July 2017,77.84,4.3
70322-1,Axl's Tower Carrier,2016,605,670,https://cdn.rebrickable.com/media/sets/70322-1.jpg,4,39.99,0,4.4,August 2017,75.53,4.0
70323-1,Jestro's Volcano Lair,2016,605,1186,https://cdn.rebrickable.com/media/sets/70323-1.jpg,10,99.99,3,4.5,May 2017,181.37,4.1
70324-1,Merlok's Library 2.0,2016,605,287,https://cdn.rebrickable.com/media/sets/70324-1.jpg,3,19.99,1,4.6,June 2017,35.87,3.6
70325-1,Infernox Captures The Queen,2016,605,253,https://cdn.rebrickable.com/media/sets/70325-1.jpg,2,19.99,2,4.5,April 2017,37.47,4.0
70348-1,Lance's Twin Jouster,2017,605,216,https://cdn.rebrickable.com/media/sets/70348-1.jpg,3,14.99,1,4.6,December 2017,45.73,3.8
70349-1,Ruina's Lock & Roller,2017,605,208,https://cdn.rebrickable.com/media/sets/70349-1.jpg,3,14.99,2,4.7,January 2018,59.21,3.8
70350-1,The Three Brothers,2017,605,266,https://cdn.rebrickable.com/media/sets/70350-1.jpg,3,24.99,2,4.7,March 2018,59.19,3.9
70351-1,Clay's Falcon Fighter Blaster,2017,605,522,https://cdn.rebrickable.com/media/sets/70351-1.jpg,3,44.99,2,4.7,November 2017,97.02,4.0
70352-1,Jestro's Headquarters,2017,605,840,https://cdn.rebrickable.com/media/sets/70352-1.jpg,7,84.99,2,4.6,December 2017,140.58,4.2
70353-1,The Heligoyle,2017,605,318,https://cdn.rebrickable.com/media/sets/70353-1.jpg,3,29.99,1,4.8,December 2017,67.81,4.0
70354-1,Axl's Rumble Maker,2017,605,393,https://cdn.rebrickable.com/media/sets/70354-1.jpg,4,29.99,2,4.7,December 2017,58.73,3.8
70355-1,Aaron's Rock Climber,2017,605,598,https://cdn.rebrickable.com/media/sets/70355-1.jpg,5,49.99,3,4.7,April 2018,153.75,3.9
70356-1,The Stone Colossus of Ultimate Destruction,2017,605,786,https://cdn.rebrickable.com/media/sets/70356-1.jpg,3,59.99,3,4.8,December 2017,294.35,4.0
70357-1,Knighton Castle,2017,605,1426,https://cdn.rebrickable.com/media/sets/70357-1.jpg,11,109.99,9,4.7,August 2018,185.07,4.5
70358-1,Aaron's Stone Destroyer,2017,605,251,https://cdn.rebrickable.com/media/sets/70358-1.jpg,2,19.99,1,4.6,November 2017,53.59,3.6
70359-1,Lance vs. Lightning,2017,605,257,https://cdn.rebrickable.com/media/sets/70359-1.jpg,2,19.99,0,4.6,December 2017,78.77,3.6
70402-1,The Gatehouse Raid,2013,186,248,https://cdn.rebrickable.com/media/sets/70402-1.jpg,4,24.99,2,4.7,February 2015,122.45,4.0
70403-1,Dragon Mountain,2013,186,381,https://cdn.rebrickable.com/media/sets/70403-1.jpg,5,34.99,4,4.8,January 2015,189.54,4.2
70404-1,King's Castle,2013,186,1003,https://cdn.rebrickable.com/media/sets/70404-1.jpg,7,79.99,3,4.5,December 2014,365.67,4.1
70412-1,Soldiers Fort,2015,154,234,https://cdn.rebrickable.com/media/sets/70412-1.jpg,5,29.99,4,4.7,December 2015,125.14,3.9
70413-1,The Brick Bounty,2015,154,745,https://cdn.rebrickable.com/media/sets/70413-1.jpg,7,79.99,8,4.6,November 2015,257.73,4.1
70419-1,Wrecked Shrimp Boat,2019,676,311,https://cdn.rebrickable.com/media/sets/70419-1.jpg,4,24.99,2,4.7,December 2020,29.22,4.1
70420-1,Graveyard Mystery,2019,676,336,https://cdn.rebrickable.com/media/sets/70420-1.jpg,4,24.99,1,4.8,March 2021,35.50,3.9
70421-1,El Fuego's Stunt Truck,2019,676,429,https://cdn.rebrickable.com/media/sets/70421-1.jpg,4,34.99,3,4.6,December 2020,36.40,3.7
70422-1,Shrimp Shack Attack,2019,676,579,https://cdn.rebrickable.com/media/sets/70422-1.jpg,5,44.99,3,4.7,December 2020,45.92,4.1
70423-1,Paranormal Intercept Bus 3000,2019,676,689,https://cdn.rebrickable.com/media/sets/70423-1.jpg,5,54.99,3,4.7,February 2021,50.59,4.2
70424-1,Ghost Train Express,2019,676,699,https://cdn.rebrickable.com/media/sets/70424-1.jpg,6,69.99,3,4.7,October 2020,81.81,4.0
70425-1,Newbury Haunted High School,2019,676,1475,https://cdn.rebrickable.com/media/sets/70425-1.jpg,8,109.99,4,4.8,October 2020,131.69,4.1
70429-1,El Fuego's Stunt Plane,2020,676,303,https://cdn.rebrickable.com/media/sets/70429-1.jpg,3,24.99,2,4.6,August 2021,30.11,3.7
70430-1,Newbury Subway,2020,676,356,https://cdn.rebrickable.com/media/sets/70430-1.jpg,3,24.99,2,4.6,August 2021,31.45,3.8
70431-1,The Lighthouse of Darkness,2020,676,548,https://cdn.rebrickable.com/media/sets/70431-1.jpg,5,44.99,3,4.6,August 2021,50.83,4.0
70432-1,Haunted Fairground,2020,676,474,https://cdn.rebrickable.com/media/sets/70432-1.jpg,5,44.99,4,4.6,August 2021,51.50,3.8
70433-1,J.B.'s Submarine,2020,676,224,https://cdn.rebrickable.com/media/sets/70433-1.jpg,3,17.99,2,4.7,August 2021,21.48,3.4
70434-1,Supernatural Race Car,2020,676,244,https://cdn.rebrickable.com/media/sets/70434-1.jpg,3,24.99,1,4.6,August 2021,29.62,3.7
70435-1,Newbury Abandoned Prison,2020,676,400,https://cdn.rebrickable.com/media/sets/70435-1.jpg,4,34.99,3,4.7,August 2021,53.58,3.8
70436-1,Phantom Fire Truck 3000,2020,676,760,https://cdn.rebrickable.com/media/sets/70436-1.jpg,5,59.99,4,4.8,March 2021,68.94,4.1
70437-1,Mystery Castle,2020,676,1035,https://cdn.rebrickable.com/media/sets/70437-1.jpg,6,89.99,2,4.9,August 2021,166.05,4.0
70501-1,Warrior Bike,2013,435,210,https://cdn.rebrickable.com/media/sets/70501-1.jpg,2,17.99,1,4.7,December 2013,72.24,3.3
70503-1,Golden Dragon,2013,435,252,https://cdn.rebrickable.com/media/sets/70503-1.jpg,3,24.99,0,4.5,January 2015,120.33,3.9
70504-1,Garmatron,2013,435,328,https://cdn.rebrickable.com/media/sets/70504-1.jpg,3,29.99,2,4.8,October 2014,97.84,3.9
70505-1,Temple of Light,2013,435,565,https://cdn.rebrickable.com/media/sets/70505-1.jpg,5,59.99,1,4.5,February 2015,158.34,4.2
7052-1,UFO Abduction,2011,127,211,https://cdn.rebrickable.com/media/sets/7052-1.jpg,3,25.99,1,4.7,August 2012,153.78,4.2
70588-1,Titanium Ninja Tumbler,2016,435,343,https://cdn.rebrickable.com/media/sets/70588-1.jpg,3,24.99,3,4.8,December 2017,88.41,4.3
70589-1,Rock Roader,2016,435,406,https://cdn.rebrickable.com/media/sets/70589-1.jpg,4,34.99,0,4.7,November 2017,91.41,4.2
70590-1,Airjitzu Battle Grounds,2016,435,666,https://cdn.rebrickable.com/media/sets/70590-1.jpg,5,49.99,4,4.5,May 2017,122.27,3.8
70591-1,Kryptarium Prison Breakout,2016,435,208,https://cdn.rebrickable.com/media/sets/70591-1.jpg,5,17.99,4,4.7,November 2017,48.42,3.8
70592-1,Salvage M.E.C.,2016,435,439,https://cdn.rebrickable.com/media/sets/70592-1.jpg,4,34.99,0,4.8,November 2017,74.23,4.1
70593-1,The Green NRG Dragon,2016,435,567,https://cdn.rebrickable.com/media/sets/70593-1.jpg,5,39.99,3,4.5,November 2017,92.19,4.4
70594-1,The Lighthouse Siege,2016,435,775,https://cdn.rebrickable.com/media/sets/70594-1.jpg,8,59.99,5,4.8,November 2017,152.59,4.4
70595-1,Ultra Stealth Raider,2016,435,1094,https://cdn.rebrickable.com/media/sets/70595-1.jpg,7,79.99,6,4.8,November 2017,366.11,4.3
70596-1,Samurai X Cave Chaos,2016,435,1255,https://cdn.rebrickable.com/media/sets/70596-1.jpg,8,79.99,7,4.8,November 2017,313.99,4.2
70600-1,Ninja Bike Chase,2016,435,231,https://cdn.rebrickable.com/media/sets/70600-1.jpg,3,17.99,2,4.8,July 2017,59.24,3.5
70601-1,Sky Shark,2016,435,222,https://cdn.rebrickable.com/media/sets/70601-1.jpg,2,17.99,1,4.7,July 2017,39.17,3.9
70602-1,Jay's Elemental Dragon,2016,435,350,https://cdn.rebrickable.com/media/sets/70602-1.jpg,2,24.99,2,4.9,May 2017,145.40,4.0
70603-1,Raid Zeppelin,2016,435,295,https://cdn.rebrickable.com/media/sets/70603-1.jpg,3,24.99,3,4.7,July 2017,83.85,4.1
70604-1,Tiger Widow Island,2016,435,450,https://cdn.rebrickable.com/media/sets/70604-1.jpg,5,39.99,3,4.8,July 2017,98.85,4.2
70605-1,Misfortune's Keep,2016,435,754,https://cdn.rebrickable.com/media/sets/70605-1.jpg,6,69.99,2,4.7,August 2017,225.73,4.0
70607-1,NINJAGO City Chase,2017,616,233,https://cdn.rebrickable.com/media/sets/70607-1.jpg,5,14.99,3,4.4,August 2018,24.44,4.0
70608-1,Master Falls,2017,616,312,https://cdn.rebrickable.com/media/sets/70608-1.jpg,4,24.99,0,4.8,November 2018,44.93,4.0
70609-1,Manta Ray Bomber,2017,616,341,https://cdn.rebrickable.com/media/sets/70609-1.jpg,4,24.99,2,4.5,August 2018,31.59,3.8
70610-1,Flying Jelly Sub,2017,616,341,https://cdn.rebrickable.com/media/sets/70610-1.jpg,4,24.99,3,4.7,January 2019,31.73,3.9
70611-1,Water Strider,2017,616,494,https://cdn.rebrickable.com/media/sets/70611-1.jpg,4,39.99,1,4.8,December 2018,63.95,4.1
70612-1,Green Ninja Mech Dragon,2017,616,544,https://cdn.rebrickable.com/media/sets/70612-1.jpg,4,44.99,1,4.9,December 2019,101.50,4.4
70613-1,Garma Mecha Man,2017,616,747,https://cdn.rebrickable.com/media/sets/70613-1.jpg,4,59.99,1,4.9,February 2019,138.91,4.0
70614-1,Lightning Jet,2017,616,876,https://cdn.rebrickable.com/media/sets/70614-1.jpg,3,59.99,4,4.8,November 2018,100.11,4.1
70615-1,Fire Mech,2017,616,944,https://cdn.rebrickable.com/media/sets/70615-1.jpg,6,59.99,5,4.8,December 2018,148.25,4.0
70616-1,Ice Tank,2017,616,914,https://cdn.rebrickable.com/media/sets/70616-1.jpg,5,79.99,3,4.8,March 2019,180.76,4.0
70617-1,Temple of The Ultimate Ultimate Weapon,2017,616,1403,https://cdn.rebrickable.com/media/sets/70617-1.jpg,8,79.99,8,4.7,January 2019,130.63,4.3
70618-1,Destiny's Bounty,2017,616,2296,https://cdn.rebrickable.com/media/sets/70618-1.jpg,7,109.99,1,4.9,September 2019,228.94,4.6
70620-1,NINJAGO City,2017,616,4873,https://cdn.rebrickable.com/media/sets/70620-1.jpg,19,259.99,16,5.0,November 2019,662.99,4.7
70622-1,Desert Lightning,2017,435,201,https://cdn.rebrickable.com/media/sets/70622-1.jpg,3,14.99,2,4.7,November 2017,86.22,3.7
70623-1,Destiny's Shadow,2017,435,361,https://cdn.rebrickable.com/media/sets/70623-1.jpg,3,24.99,2,4.7,November 2017,91.34,4.0
70624-1,Vermillion Invader,2017,435,313,https://cdn.rebrickable.com/media/sets/70624-1.jpg,3,24.99,0,4.7,November 2017,99.00,3.8
70625-1,Samurai VXL,2017,435,430,https://cdn.rebrickable.com/media/sets/70625-1.jpg,4,39.99,3,4.7,November 2017,116.19,4.0
70626-1,Dawn of Iron Doom,2017,435,704,https://cdn.rebrickable.com/media/sets/70626-1.jpg,6,59.99,5,4.8,November 2017,369.87,4.0
70627-1,Dragon's Forge,2017,435,1137,https://cdn.rebrickable.com/media/sets/70627-1.jpg,6,74.99,3,4.8,November 2017,195.56,4.4
70629-1,Piranha Attack,2017,616,217,https://cdn.rebrickable.com/media/sets/70629-1.jpg,4,14.99,1,4.8,December 2018,25.85,3.9
70631-1,Garmadon's Volcano Lair,2017,616,521,https://cdn.rebrickable.com/media/sets/70631-1.jpg,5,49.99,3,4.4,January 2019,106.66,4.0
70632-1,Quake Mech,2017,616,1202,https://cdn.rebrickable.com/media/sets/70632-1.jpg,5,79.99,3,4.9,February 2019,155.64,4.4
70638-1,Katana V11,2018,435,257,https://cdn.rebrickable.com/media/sets/70638-1.jpg,2,14.99,2,4.7,January 2020,33.75,4.0
70639-1,Street Race of Snake Jaguar,2018,435,308,https://cdn.rebrickable.com/media/sets/70639-1.jpg,2,24.99,1,4.7,January 2020,106.38,4.0
70640-1,S.O.G. Headquarters,2018,435,531,https://cdn.rebrickable.com/media/sets/70640-1.jpg,5,39.99,5,4.8,June 2019,67.20,3.6
70641-1,Ninja Nightcrawler,2018,435,552,https://cdn.rebrickable.com/media/sets/70641-1.jpg,3,34.99,3,4.8,January 2020,92.57,4.2
70642-1,Killow vs. Samurai X,2018,435,556,https://cdn.rebrickable.com/media/sets/70642-1.jpg,3,44.99,2,4.9,January 2019,182.36,3.9
70643-1,Temple of Resurrection,2018,435,765,https://cdn.rebrickable.com/media/sets/70643-1.jpg,7,59.99,6,4.8,December 2018,223.10,4.3
7065-1,Alien Mothership,2011,127,416,https://cdn.rebrickable.com/media/sets/7065-1.jpg,2,49.99,2,4.7,May 2012,119.46,4.0
70651-1,Throne Room Showdown,2018,435,222,https://cdn.rebrickable.com/media/sets/70651-1.jpg,5,17.99,4,4.8,August 2019,37.01,4.2
70652-1,Stormbringer,2018,435,498,https://cdn.rebrickable.com/media/sets/70652-1.jpg,4,34.99,1,4.8,January 2020,88.82,4.2
70653-1,Firstbourne,2018,435,892,https://cdn.rebrickable.com/media/sets/70653-1.jpg,6,59.99,2,4.8,January 2020,104.86,4.4
70654-1,Dieselnaut,2018,435,1188,https://cdn.rebrickable.com/media/sets/70654-1.jpg,7,89.99,1,4.9,January 2020,261.20,4.3
70655-1,Dragon Pit,2018,435,1669,https://cdn.rebrickable.com/media/sets/70655-1.jpg,9,119.99,4,4.8,January 2020,188.35,4.4
70656-1,"garmadon, Garmadon, GARMADON!",2017,616,830,https://cdn.rebrickable.com/media/sets/70656-1.jpg,6,79.99,3,4.8,January 2019,157.30,4.3
70657-1,NINJAGO City Docks,2018,616,3555,https://cdn.rebrickable.com/media/sets/70657-1.jpg,14,199.99,11,4.9,November 2019,545.52,4.5
70658-1,Oni Titan,2018,435,530,https://cdn.rebrickable.com/media/sets/70658-1.jpg,4,44.99,2,4.9,August 2019,112.74,4.0
7066-1,Earth Defense HQ,2011,127,879,https://cdn.rebrickable.com/media/sets/7066-1.jpg,5,76.99,3,4.7,April 2012,151.05,4.6
70663-1,Spinjitzu Nya & Wu,2019,435,227,https://cdn.rebrickable.com/media/sets/70663-1.jpg,2,15.99,0,4.9,January 2020,62.61,4.1
70664-1,Spinjitzu Lloyd vs. Garmadon,2019,435,208,https://cdn.rebrickable.com/media/sets/70664-1.jpg,2,15.99,0,4.9,January 2020,41.50,3.9
70667-1,Kai's Blade Cycle & Zane's Snowmobile,2019,435,377,https://cdn.rebrickable.com/media/sets/70667-1.jpg,4,24.99,0,4.8,June 2020,44.66,3.9
70668-1,Jay's Storm Fighter,2019,435,490,https://cdn.rebrickable.com/media/sets/70668-1.jpg,4,34.99,0,4.8,November 2020,76.06,4.2
70669-1,Cole's Earth Driller,2019,435,587,https://cdn.rebrickable.com/media/sets/70669-1.jpg,4,44.99,1,4.8,December 2019,95.54,4.4
70670-1,Monastery of Spinjitzu,2019,435,1080,https://cdn.rebrickable.com/media/sets/70670-1.jpg,1,79.99,1,4.8,November 2020,139.10,4.4
7067-1,Jet-Copter Encounter,2011,127,375,https://cdn.rebrickable.com/media/sets/7067-1.jpg,3,30.99,1,4.5,September 2012,70.57,4.0
70672-1,Cole's Dirt Bike,2019,435,221,https://cdn.rebrickable.com/media/sets/70672-1.jpg,3,17.99,0,4.8,January 2021,30.13,3.9
70673-1,ShuriCopter,2019,435,364,https://cdn.rebrickable.com/media/sets/70673-1.jpg,3,24.99,2,4.9,December 2020,59.61,4.0
70674-1,Fire Fang,2019,435,469,https://cdn.rebrickable.com/media/sets/70674-1.jpg,4,39.99,2,4.8,February 2021,66.71,4.3
70675-1,Katana 4x4,2019,435,461,https://cdn.rebrickable.com/media/sets/70675-1.jpg,5,44.99,2,4.7,December 2020,60.76,3.7
70676-1,Lloyd's Titan Mech,2019,435,878,https://cdn.rebrickable.com/media/sets/70676-1.jpg,6,64.99,2,4.8,December 2020,174.08,4.5
70677-1,Land Bounty,2019,435,1189,https://cdn.rebrickable.com/media/sets/70677-1.jpg,9,119.99,2,4.8,December 2020,194.44,4.4
70678-1,Castle of the Forsaken Emperor,2019,435,1223,https://cdn.rebrickable.com/media/sets/70678-1.jpg,7,89.99,2,4.9,December 2020,174.12,4.1
70679-1,The Ultra Dragon,2019,435,952,https://cdn.rebrickable.com/media/sets/70679-1.jpg,6,79.99,0,4.8,November 2020,135.20,4.4
70701-1,Swarm Interceptor,2013,146,218,https://cdn.rebrickable.com/media/sets/70701-1.jpg,2,17.99,0,4.5,October 2014,92.43,4.1
70702-1,Warp Stinger,2013,146,310,https://cdn.rebrickable.com/media/sets/70702-1.jpg,3,24.99,0,4.7,January 2015,57.52,3.9
70703-1,Star Slicer,2013,146,311,https://cdn.rebrickable.com/media/sets/70703-1.jpg,3,34.99,2,4.6,May 2014,65.75,4.2
70704-1,Vermin Vaporizer,2013,146,506,https://cdn.rebrickable.com/media/sets/70704-1.jpg,3,49.99,1,4.4,December 2014,87.10,4.3
70705-1,Bug Obliterator,2013,146,711,https://cdn.rebrickable.com/media/sets/70705-1.jpg,4,59.99,1,4.5,January 2015,84.28,4.3
70707-1,CLS-89 Eradicator Mech,2013,146,440,https://cdn.rebrickable.com/media/sets/70707-1.jpg,2,34.99,0,4.5,November 2014,96.33,4.3
70708-1,Hive Crawler,2013,146,559,https://cdn.rebrickable.com/media/sets/70708-1.jpg,3,49.99,0,4.5,January 2015,94.19,4.4
70709-1,Galactic Titan,2013,146,1012,https://cdn.rebrickable.com/media/sets/70709-1.jpg,5,79.99,1,4.6,December 2014,221.99,4.2
70722-1,OverBorg Attack,2014,435,207,https://cdn.rebrickable.com/media/sets/70722-1.jpg,2,17.99,2,4.5,February 2015,75.27,3.5
70723-1,Thunder Raider,2014,435,334,https://cdn.rebrickable.com/media/sets/70723-1.jpg,3,24.99,1,4.8,February 2015,130.84,4.1
70724-1,NinjaCopter,2014,435,516,https://cdn.rebrickable.com/media/sets/70724-1.jpg,4,49.99,3,4.5,March 2015,139.70,4.0
70725-1,Nindroid MechDragon,2014,435,691,https://cdn.rebrickable.com/media/sets/70725-1.jpg,5,69.99,4,4.6,March 2015,130.60,4.0
