set_num,name,year,theme_id,num_parts,img_url,figs,retail,unique_figs,rating,retire_month,value,brickset_rating
21320-1,Dinosaur Fossils,2019,576,911,https://cdn.rebrickable.com/media/sets/21320-1.jpg,2,54.99,2,4.8,January 2022,70.30,4.2
21321-1,International Space Station,2020,576,864,https://cdn.rebrickable.com/media/sets/21321-1.jpg,0,64.99,0,4.8,November 2022,74.97,4.2
21322-1,Pirates of Barracuda Bay,2020,576,2545,https://cdn.rebrickable.com/media/sets/21322-1.jpg,10,179.99,7,4.9,November 2021,277.12,4.7
21324-1,123 Sesame Street,2020,576,1367,https://cdn.rebrickable.com/media/sets/21324-1.jpg,6,109.99,6,4.8,October 2022,120.94,4.3
2263-1,Turbo Shredder,2011,435,298,https://cdn.rebrickable.com/media/sets/2263-1.jpg,3,26.99,1,4.5,December 2011,109.65,3.7
2283-1,Witch Doctor,2011,403,336,https://cdn.rebrickable.com/media/sets/2283-1.jpg,0,25.99,0,4.7,July 2012,203.60,4.5
2504-1,Spinjitzu Dojo,2011,435,373,https://cdn.rebrickable.com/media/sets/2504-1.jpg,3,30.99,0,4.4,November 2011,90.48,3.8
2505-1,Garmadon's Dark Fortress,2011,435,518,https://cdn.rebrickable.com/media/sets/2505-1.jpg,6,49.99,1,4.7,November 2011,376.58,4.2
2506-1,Skull Truck,2011,435,515,https://cdn.rebrickable.com/media/sets/2506-1.jpg,4,45.99,0,4.8,November 2012,211.01,4.3
2507-1,Fire Temple,2011,435,1174,https://cdn.rebrickable.com/media/sets/2507-1.jpg,7,91.99,0,4.7,November 2012,337.99,4.5
2509-1,Earth Dragon Defense,2011,435,227,https://cdn.rebrickable.com/media/sets/2509-1.jpg,2,30.99,0,4.8,November 2011,253.83,4.2
2519-1,Skeleton Bowling,2011,435,371,https://cdn.rebrickable.com/media/sets/2519-1.jpg,7,26.99,0,4.6,January 2012,109.33,3.6
2520-1,Battle Arena,2011,435,463,https://cdn.rebrickable.com/media/sets/2520-1.jpg,2,35.99,0,4.7,March 2012,97.79,3.3
2521-1,Lightning Dragon Battle,2011,435,645,https://cdn.rebrickable.com/media/sets/2521-1.jpg,4,61.99,1,4.8,November 2011,490.74,4.6
30628-1,The Monster Book of Monsters,2020,246,320,https://cdn.rebrickable.com/media/sets/30628-1.jpg,1,15.79,1,4.8,January 2020,37.23,3.9
3065-1,Olivia's Tree House,2012,494,214,https://cdn.rebrickable.com/media/sets/3065-1.jpg,0,19.99,0,4.2,November 2013,43.47,3.6
31005-1,Construction Hauler,2013,672,256,https://cdn.rebrickable.com/media/sets/31005-1.jpg,0,12.99,0,4.5,January 2015,63.93,3.5
31006-1,Highway Speedster,2013,672,286,https://cdn.rebrickable.com/media/sets/31006-1.jpg,0,14.99,0,4.5,January 2015,35.47,3.9
31008-1,Thunder Wings,2013,672,235,https://cdn.rebrickable.com/media/sets/31008-1.jpg,0,14.99,0,4.4,January 2015,33.31,3.7
31009-1,Small Cottage,2013,672,271,https://cdn.rebrickable.com/media/sets/31009-1.jpg,1,19.99,0,4.5,December 2014,34.78,3.7
31010-1,Treehouse,2013,672,356,https://cdn.rebrickable.com/media/sets/31010-1.jpg,1,24.99,1,4.3,October 2015,53.09,3.9
31011-1,Aviation Adventures,2013,672,620,https://cdn.rebrickable.com/media/sets/31011-1.jpg,0,49.99,0,4.7,November 2014,95.63,4.3
31012-1,Family House,2013,672,756,https://cdn.rebrickable.com/media/sets/31012-1.jpg,2,59.99,2,4.7,October 2014,117.12,4.2
31019-1,Forest Animals,2014,672,272,https://cdn.rebrickable.com/media/sets/31019-1.jpg,0,17.99,0,4.5,November 2015,30.91,4.0
31020-1,Twinblade Adventures,2014,672,216,https://cdn.rebrickable.com/media/sets/31020-1.jpg,0,12.99,0,4.5,November 2015,33.24,3.8
31021-1,Furry Creatures,2014,672,285,https://cdn.rebrickable.com/media/sets/31021-1.jpg,0,17.99,0,4.4,November 2015,34.38,4.0
31023-1,Yellow Racers,2014,672,328,https://cdn.rebrickable.com/media/sets/31023-1.jpg,0,19.99,0,4.5,October 2015,38.25,4.2
31024-1,Roaring Power,2014,672,374,https://cdn.rebrickable.com/media/sets/31024-1.jpg,0,19.99,0,4.5,November 2015,46.72,3.9
31025-1,Mountain Hut,2014,672,550,https://cdn.rebrickable.com/media/sets/31025-1.jpg,1,34.99,2,4.6,November 2015,50.65,4.0
31026-1,Bike Shop & Cafe,2014,672,1023,https://cdn.rebrickable.com/media/sets/31026-1.jpg,3,64.99,4,4.6,November 2015,94.79,4.0
31031-1,Rainforest Animals,2015,672,215,https://cdn.rebrickable.com/media/sets/31031-1.jpg,0,12.99,0,4.5,January 2017,50.86,4.1
31032-1,Red Creatures,2015,672,221,https://cdn.rebrickable.com/media/sets/31032-1.jpg,0,12.99,0,4.8,November 2016,69.98,4.1
31033-1,Vehicle Transporter,2015,672,264,https://cdn.rebrickable.com/media/sets/31033-1.jpg,0,17.99,0,4.5,March 2017,56.02,3.4
31034-1,Future Flyer,2015,672,237,https://cdn.rebrickable.com/media/sets/31034-1.jpg,0,17.99,0,4.8,November 2016,80.62,4.1
31035-1,Beach Hut,2015,672,286,https://cdn.rebrickable.com/media/sets/31035-1.jpg,2,19.99,2,4.5,July 2017,38.86,3.8
31036-1,Toy & Grocery Shop,2015,672,466,https://cdn.rebrickable.com/media/sets/31036-1.jpg,2,34.99,2,4.4,November 2016,51.45,3.7
31037-1,Adventure Vehicles,2015,672,282,https://cdn.rebrickable.com/media/sets/31037-1.jpg,0,17.99,0,4.5,November 2016,32.96,3.8
31038-1,Changing Seasons,2015,672,536,https://cdn.rebrickable.com/media/sets/31038-1.jpg,2,39.99,2,4.5,December 2016,65.02,4.0
31039-1,Blue Power Jet,2015,672,608,https://cdn.rebrickable.com/media/sets/31039-1.jpg,0,49.99,0,4.7,December 2016,160.79,4.5
31044-1,Park Animals,2016,672,202,https://cdn.rebrickable.com/media/sets/31044-1.jpg,0,12.99,0,4.2,November 2016,39.09,3.8
31045-1,Ocean Explorer,2016,672,213,https://cdn.rebrickable.com/media/sets/31045-1.jpg,0,12.99,0,4.7,January 2018,51.97,3.8
31046-1,Fast Car,2016,672,222,https://cdn.rebrickable.com/media/sets/31046-1.jpg,0,17.99,0,4.6,November 2017,32.24,4.0
31047-1,Propeller Plane,2016,672,230,https://cdn.rebrickable.com/media/sets/31047-1.jpg,0,17.99,0,4.5,December 2017,32.51,4.2
31048-1,Lakeside Lodge,2016,672,370,https://cdn.rebrickable.com/media/sets/31048-1.jpg,1,19.99,1,4.4,November 2017,46.75,4.2
31049-1,Twin Spin Helicopter,2016,672,326,https://cdn.rebrickable.com/media/sets/31049-1.jpg,0,19.99,0,4.6,March 2018,34.54,3.7
31050-1,Corner Deli,2016,672,467,https://cdn.rebrickable.com/media/sets/31050-1.jpg,2,27.99,2,4.4,November 2017,56.82,4.1
31051-1,Lighthouse Point,2016,672,528,https://cdn.rebrickable.com/media/sets/31051-1.jpg,2,39.99,2,4.3,December 2017,84.32,4.2
31052-1,Vacation Getaways,2016,672,792,https://cdn.rebrickable.com/media/sets/31052-1.jpg,2,49.99,2,4.4,November 2017,100.01,4.3
31053-1,Treehouse Adventures,2016,672,387,https://cdn.rebrickable.com/media/sets/31053-1.jpg,0,24.99,0,4.2,November 2017,43.20,3.9
31060-1,Airshow Aces,2016,672,246,https://cdn.rebrickable.com/media/sets/31060-1.jpg,0,17.99,0,4.5,November 2017,28.26,3.5
31062-1,Robo Explorer,2017,672,205,https://cdn.rebrickable.com/media/sets/31062-1.jpg,0,17.99,0,4.3,November 2018,26.61,4.1
31063-1,Beachside Vacation,2017,672,275,https://cdn.rebrickable.com/media/sets/31063-1.jpg,2,19.99,2,4.3,March 2018,31.23,3.7
31064-1,Island Adventures,2017,672,359,https://cdn.rebrickable.com/media/sets/31064-1.jpg,1,19.99,1,4.3,January 2018,37.01,4.0
31065-1,Park Street Townhouse,2017,672,566,https://cdn.rebrickable.com/media/sets/31065-1.jpg,2,44.99,2,4.4,November 2017,81.52,4.1
31066-1,Space Shuttle Explorer,2017,672,285,https://cdn.rebrickable.com/media/sets/31066-1.jpg,1,24.99,1,4.6,November 2018,36.62,4.0
31067-1,Modular Poolside Holiday,2017,672,356,https://cdn.rebrickable.com/media/sets/31067-1.jpg,2,19.99,2,4.4,July 2018,37.55,3.6
31068-1,Modular Modern Home,2017,672,386,https://cdn.rebrickable.com/media/sets/31068-1.jpg,2,27.99,2,4.6,November 2018,50.98,3.8
31069-1,Modular Family Villa,2017,672,728,https://cdn.rebrickable.com/media/sets/31069-1.jpg,3,44.99,3,4.7,December 2018,85.59,4.0
31070-1,Turbo Track Racer,2017,672,670,https://cdn.rebrickable.com/media/sets/31070-1.jpg,0,54.99,0,4.7,January 2019,55.70,4.2
31073-1,Mythical Creatures,2018,672,223,https://cdn.rebrickable.com/media/sets/31073-1.jpg,0,12.99,0,4.8,January 2020,31.72,4.0
31074-1,Rocket Rally Car,2018,672,241,https://cdn.rebrickable.com/media/sets/31074-1.jpg,0,17.99,0,4.4,January 2020,25.18,3.6
31075-1,Outback Adventures,2018,672,225,https://cdn.rebrickable.com/media/sets/31075-1.jpg,1,17.99,1,4.7,December 2018,36.46,3.7
31076-1,Daredevil Stunt Plane,2018,672,200,https://cdn.rebrickable.com/media/sets/31076-1.jpg,1,17.99,1,4.7,December 2018,25.77,3.9
31077-1,Modular Sweet Surprises,2018,672,396,https://cdn.rebrickable.com/media/sets/31077-1.jpg,3,34.99,3,4.4,December 2019,38.65,3.8
31078-1,Tree House Treasures,2018,672,260,https://cdn.rebrickable.com/media/sets/31078-1.jpg,2,29.99,2,4.8,July 2020,42.44,4.0
31079-1,Sunshine Surfer Van,2018,672,379,https://cdn.rebrickable.com/media/sets/31079-1.jpg,2,24.99,2,4.7,January 2020,38.30,4.1
31080-1,Modular Winter Vacation,2018,672,374,https://cdn.rebrickable.com/media/sets/31080-1.jpg,2,24.99,2,4.7,November 2018,53.61,3.7
31081-1,Modular Skate House,2018,672,422,https://cdn.rebrickable.com/media/sets/31081-1.jpg,2,34.99,2,4.7,September 2019,54.78,3.7
31083-1,Cruising Adventures,2018,672,597,https://cdn.rebrickable.com/media/sets/31083-1.jpg,3,44.99,3,4.6,January 2020,59.63,4.2
31084-1,Pirate Roller Coaster,2018,672,923,https://cdn.rebrickable.com/media/sets/31084-1.jpg,5,69.99,4,4.8,December 2019,123.20,4.2
31085-1,Mobile Stunt Show,2018,672,581,https://cdn.rebrickable.com/media/sets/31085-1.jpg,2,44.99,2,4.5,January 2019,46.96,3.6
31090-1,Underwater Robot,2019,672,207,https://cdn.rebrickable.com/media/sets/31090-1.jpg,0,17.99,0,4.5,September 2021,42.87,4.2
31091-1,Shuttle Transporter,2019,672,341,https://cdn.rebrickable.com/media/sets/31091-1.jpg,0,24.99,0,4.8,December 2020,30.12,3.9
31093-1,Riverside Houseboat,2019,672,396,https://cdn.rebrickable.com/media/sets/31093-1.jpg,2,24.99,2,4.7,November 2022,44.99,3.9
31094-1,Race Plane,2019,672,333,https://cdn.rebrickable.com/media/sets/31094-1.jpg,1,24.99,1,4.7,January 2021,38.96,4.2
31095-1,Fairground Carousel,2019,672,595,https://cdn.rebrickable.com/media/sets/31095-1.jpg,3,44.99,3,4.6,December 2020,49.42,4.1
31096-1,Twin-Rotor Helicopter,2019,672,569,https://cdn.rebrickable.com/media/sets/31096-1.jpg,1,44.99,1,4.7,January 2021,51.62,4.3
31098-1,Outback Cabin,2019,672,305,https://cdn.rebrickable.com/media/sets/31098-1.jpg,2,24.99,2,4.7,January 2021,40.70,3.8
31102-1,Fire Dragon,2020,672,234,https://cdn.rebrickable.com/media/sets/31102-1.jpg,0,17.99,0,4.7,December 2021,24.34,4.1
31104-1,Monster Burger Truck,2020,672,499,https://cdn.rebrickable.com/media/sets/31104-1.jpg,2,44.99,2,4.6,November 2021,45.11,4.2
31105-1,Townhouse Toy Store,2020,672,554,https://cdn.rebrickable.com/media/sets/31105-1.jpg,2,39.99,2,4.7,November 2021,41.10,4.0
31107-1,Space Rover Explorer,2020,672,510,https://cdn.rebrickable.com/media/sets/31107-1.jpg,1,44.99,1,4.8,December 2021,46.76,4.5
31108-1,Caravan Family Holiday,2020,672,766,https://cdn.rebrickable.com/media/sets/31108-1.jpg,3,74.99,3,4.7,December 2022,57.29,4.1
31197-1,Andy Warhol's Marilyn Monroe,2020,709,3341,https://cdn.rebrickable.com/media/sets/31197-1.jpg,0,114.99,0,4.7,April 2022,100.00,4.0
31198-1,The Beatles,2020,709,2933,https://cdn.rebrickable.com/media/sets/31198-1.jpg,0,114.99,0,4.8,November 2021,143.36,4.0
31199-1,Marvel Studios Iron Man,2020,709,3167,https://cdn.rebrickable.com/media/sets/31199-1.jpg,0,149.99,0,4.8,January 2022,123.47,3.9
31200-1,The Sith,2020,709,3406,https://cdn.rebrickable.com/media/sets/31200-1.jpg,0,114.99,0,4.7,March 2022,124.30,4.1
31313-1,Mindstorms EV3,2013,262,601,https://cdn.rebrickable.com/media/sets/31313-1.jpg,0,299.99,0,4.8,November 2020,532.53,4.3
3184-1,Adventure Camper,2012,494,325,https://cdn.rebrickable.com/media/sets/3184-1.jpg,0,29.99,0,4.2,November 2013,66.72,3.6
3185-1,Summer Riding Camp,2012,494,1160,https://cdn.rebrickable.com/media/sets/3185-1.jpg,0,89.99,0,4.5,October 2014,244.22,4.0
3186-1,Emma's  Horse Trailer,2012,494,233,https://cdn.rebrickable.com/media/sets/3186-1.jpg,0,19.99,0,4.5,June 2014,71.76,3.5
3187-1,Butterfly Beauty Shop,2012,494,241,https://cdn.rebrickable.com/media/sets/3187-1.jpg,0,24.99,0,4.4,December 2012,44.69,3.6
3188-1,Heartlake Vet,2012,494,371,https://cdn.rebrickable.com/media/sets/3188-1.jpg,0,39.99,0,4.6,November 2013,100.24,3.7
3189-1,Heartlake Stables,2012,494,426,https://cdn.rebrickable.com/media/sets/3189-1.jpg,0,49.99,0,4.5,November 2013,108.64,3.9
3315-1,Olivia's House,2012,494,727,https://cdn.rebrickable.com/media/sets/3315-1.jpg,0,69.99,0,4.2,November 2014,155.81,3.8
3316-1,Friends Advent Calendar 2012,2012,216,214,https://cdn.rebrickable.com/media/sets/3316-1.jpg,0,19.99,0,4.5,November 2012,47.80,2.9
3367-1,Space Shuttle,2011,52,231,https://cdn.rebrickable.com/media/sets/3367-1.jpg,1,26.99,1,4.5,November 2013,65.71,3.9
3368-1,Rocket Launch Center,2011,52,499,https://cdn.rebrickable.com/media/sets/3368-1.jpg,4,49.99,5,4.6,November 2013,122.69,4.1
3658-1,Police Helicopter,2011,61,237,https://cdn.rebrickable.com/media/sets/3658-1.jpg,4,26.99,1,4.5,November 2012,68.58,3.9
3677-1,Red Cargo Train,2011,66,827,https://cdn.rebrickable.com/media/sets/3677-1.jpg,4,139.99,3,4.6,November 2012,334.01,4.1
3817-1,The Flying Dutchman,2012,272,241,https://cdn.rebrickable.com/media/sets/3817-1.jpg,3,24.99,3,4.7,November 2013,136.40,3.9
3818-1,Bikini Bottom Undersea Party,2012,272,471,https://cdn.rebrickable.com/media/sets/3818-1.jpg,4,49.99,4,4.8,November 2013,280.73,3.8
3856-1,Ninjago: The Board Game,2011,502,247,https://cdn.rebrickable.com/media/sets/3856-1.jpg,10,17.99,6,4.3,November 2013,47.70,3.4
3858-1,Waldurk Forest,2011,502,231,https://cdn.rebrickable.com/media/sets/3858-1.jpg,7,14.99,3,4.5,January 2013,59.72,4.0
3860-1,Castle Fortaan,2011,502,312,https://cdn.rebrickable.com/media/sets/3860-1.jpg,15,19.99,2,4.6,November 2012,45.19,4.0
3865-1,City Alarm,2012,502,247,https://cdn.rebrickable.com/media/sets/3865-1.jpg,6,14.99,2,4.7,November 2013,100.62,3.9
3866-1,Star Wars Battle of Hoth,2012,502,305,https://cdn.rebrickable.com/media/sets/3866-1.jpg,32,24.99,10,4.4,December 2013,77.58,3.8
3920-1,The Hobbit: An Unexpected Journey,2012,502,394,https://cdn.rebrickable.com/media/sets/3920-1.jpg,4,24.99,4,4.6,November 2013,43.62,3.9
40138-1,Christmas Train,2015,227,233,https://cdn.rebrickable.com/media/sets/40138-1.jpg,0,0,0,4.7,November 2015,37.31,3.9
40158-1,Pirates Chess Set,2015,154,856,https://cdn.rebrickable.com/media/sets/40158-1.jpg,20,45.99,12,4.7,December 2016,107.76,4.1
40161-1,What Am I?,2016,408,536,https://cdn.rebrickable.com/media/sets/40161-1.jpg,16,29.99,8,4.7,October 2018,43.76,3.5
40171-1,Hedgehog Storage,2017,494,249,https://cdn.rebrickable.com/media/sets/40171-1.jpg,0,10.99,0,4.5,February 2018,27.51,3.7
40172-1,Brick Calendar,2017,301,278,https://cdn.rebrickable.com/media/sets/40172-1.jpg,1,15.99,1,4.4,July 2021,39.94,4.2
40174-1,LEGO Chess,2017,301,1450,https://cdn.rebrickable.com/media/sets/40174-1.jpg,0,45.99,0,4.6,December 2022,73.76,4.2
40178-1,Iconic VIP Set,2017,408,205,https://cdn.rebrickable.com/media/sets/40178-1.jpg,2,0,2,4.8,October 2017,10.98,3.9
40205-1,Elves' Workshop,2016,227,238,https://cdn.rebrickable.com/media/sets/40205-1.jpg,0,8.49,0,4.5,December 2016,16.22,4.2
40222-1,24-in-1 Holiday Countdown,2016,207,250,https://cdn.rebrickable.com/media/sets/40222-1.jpg,0,9.99,0,4.4,February 2019,24.36,3.4
40223-1,Snowglobe,2016,227,215,https://cdn.rebrickable.com/media/sets/40223-1.jpg,1,7.89,1,4.9,October 2018,44.81,4.2
40251-1,Mini Piggy Bank,2017,672,248,https://cdn.rebrickable.com/media/sets/40251-1.jpg,0,11.99,0,4.4,May 2020,19.10,3.7
40253-1,Christmas Build-Up,2017,207,254,https://cdn.rebrickable.com/media/sets/40253-1.jpg,0,9.99,0,4.2,November 2017,27.74,3.2
40254-1,Nutcracker,2017,227,230,https://cdn.rebrickable.com/media/sets/40254-1.jpg,0,0,0,4.8,November 2017,46.93,3.7
40274-1,Mr. Claus & Mrs. Claus,2018,610,341,https://cdn.rebrickable.com/media/sets/40274-1.jpg,0,17.99,0,4.6,September 2021,24.99,3.9
40289-1,Diagon Alley,2018,246,374,https://cdn.rebrickable.com/media/sets/40289-1.jpg,1,0,1,5.0,November 2018,69.39,4.0
40290-1,60 Years of the LEGO Brick,2018,598,421,https://cdn.rebrickable.com/media/sets/40290-1.jpg,0,0,0,4.8,February 2018,24.12,4.2
40291-1,Creative Personalities,2018,598,307,https://cdn.rebrickable.com/media/sets/40291-1.jpg,2,0,2,5.0,June 2018,20.35,4.0
40292-1,Christmas Gift Box,2018,227,301,https://cdn.rebrickable.com/media/sets/40292-1.jpg,2,0,3,4.9,November 2018,21.54,4.1
40293-1,Christmas Carousel,2018,227,251,https://cdn.rebrickable.com/media/sets/40293-1.jpg,0,0,0,4.9,December 2018,44.19,3.9
40305-1,LEGO Brand Store,2018,408,362,https://cdn.rebrickable.com/media/sets/40305-1.jpg,2,21.99,2,4.6,March 2022,26.19,4.1
40334-1,Avengers Tower,2019,702,211,https://cdn.rebrickable.com/media/sets/40334-1.jpg,1,0,1,5.0,May 2019,31.83,4.1
40337-1,Mini Gingerbread House,2019,228,499,https://cdn.rebrickable.com/media/sets/40337-1.jpg,0,0,0,4.8,December 2019,27.97,3.9
40338-1,Christmas Tree,2019,227,392,https://cdn.rebrickable.com/media/sets/40338-1.jpg,0,0,0,4.8,December 2019,68.05,4.1
40353-1,"Reindeer, Elf & Elfie",2019,610,281,https://cdn.rebrickable.com/media/sets/40353-1.jpg,0,17.99,0,4.8,May 2021,21.80,3.7
40371-1,Easter Egg,2020,229,239,https://cdn.rebrickable.com/media/sets/40371-1.jpg,0,0,0,4.6,April 2020,10.67,3.7
40378-1,Goofy and Pluto,2020,610,214,https://cdn.rebrickable.com/media/sets/40378-1.jpg,0,13.49,0,4.7,January 2024,16.21,3.9
40383-1,Bride,2020,610,306,https://cdn.rebrickable.com/media/sets/40383-1.jpg,0,11.99,0,4.6,November 2023,13.82,3.7
40410-1,Charles Dickens Tribute,2020,227,333,https://cdn.rebrickable.com/media/sets/40410-1.jpg,3,0,3,4.8,November 2020,26.48,4.2
40411-1,12 in 1 Rebuild Into,2020,598,240,https://cdn.rebrickable.com/media/sets/40411-1.jpg,0,0,0,4.7,July 2020,5.45,3.5
40412-1,Hagrid & Buckbeak,2020,610,270,https://cdn.rebrickable.com/media/sets/40412-1.jpg,0,0,0,4.8,October 2020,30.23,3.7
40413-1,Mini Robots,2020,258,366,https://cdn.rebrickable.com/media/sets/40413-1.jpg,0,0,0,4.8,October 2020,23.13,3.7
40416-1,Ice Skating Rink,2020,227,304,https://cdn.rebrickable.com/media/sets/40416-1.jpg,2,17.99,2,4.7,December 2020,23.72,3.9
40426-1,Christmas Wreath 2-in-1,2020,227,510,https://cdn.rebrickable.com/media/sets/40426-1.jpg,0,34.99,0,4.7,January 2023,44.86,3.9
40433-1,1989 Batmobile - Limited Edition,2019,697,366,https://cdn.rebrickable.com/media/sets/40433-1.jpg,0,0,0,4.9,December 2019,132.08,4.2
41004-1,Rehearsal Stage,2013,494,200,https://cdn.rebrickable.com/media/sets/41004-1.jpg,0,17.99,0,4.6,January 2015,29.98,3.6
41005-1,Heartlake High,2013,494,491,https://cdn.rebrickable.com/media/sets/41005-1.jpg,0,49.99,0,4.4,November 2014,87.99,3.7
41006-1,Downtown Bakery,2013,494,269,https://cdn.rebrickable.com/media/sets/41006-1.jpg,0,24.99,0,4.6,October 2014,51.36,3.8
41007-1,Heartlake Pet Salon,2013,494,264,https://cdn.rebrickable.com/media/sets/41007-1.jpg,0,29.99,0,4.6,January 2015,43.12,3.7
41008-1,Heartlake City Pool,2013,494,442,https://cdn.rebrickable.com/media/sets/41008-1.jpg,0,39.99,0,4.6,December 2014,53.20,3.4
41015-1,Dolphin Cruiser,2013,494,631,https://cdn.rebrickable.com/media/sets/41015-1.jpg,0,59.99,0,4.4,January 2016,141.56,4.1
41016-1,Friends Advent Calendar 2013,2013,216,236,https://cdn.rebrickable.com/media/sets/41016-1.jpg,0,19.99,0,4.5,November 2013,30.04,3.0
41026-1,Sunshine Harvest,2014,494,236,https://cdn.rebrickable.com/media/sets/41026-1.jpg,0,17.99,0,4.5,November 2015,26.83,3.8
41034-1,Summer Caravan,2014,494,313,https://cdn.rebrickable.com/media/sets/41034-1.jpg,0,19.99,0,4.2,October 2015,32.55,3.8
41035-1,Heartlake Juice Bar,2014,494,277,https://cdn.rebrickable.com/media/sets/41035-1.jpg,0,24.99,0,4.6,November 2015,34.89,4.0
41036-1,Jungle Bridge Rescue,2014,494,365,https://cdn.rebrickable.com/media/sets/41036-1.jpg,0,24.99,0,4.4,November 2015,36.73,3.6
41037-1,Stephanie's Beach House,2014,494,388,https://cdn.rebrickable.com/media/sets/41037-1.jpg,0,39.99,0,4.3,October 2015,72.28,4.0
41038-1,Jungle Rescue Base,2014,494,500,https://cdn.rebrickable.com/media/sets/41038-1.jpg,0,44.99,0,4.3,November 2015,92.01,3.8
41039-1,Sunshine Ranch,2014,494,757,https://cdn.rebrickable.com/media/sets/41039-1.jpg,0,59.99,0,4.3,November 2015,123.18,4.0
41052-1,Ariel's Magical Kiss,2014,579,250,https://cdn.rebrickable.com/media/sets/41052-1.jpg,2,24.99,2,4.5,December 2015,45.65,3.6
41053-1,Cinderella's Dream Carriage,2014,579,274,https://cdn.rebrickable.com/media/sets/41053-1.jpg,1,24.99,1,4.5,December 2015,34.37,3.7
41054-1,Rapunzel's Creativity Tower,2014,579,298,https://cdn.rebrickable.com/media/sets/41054-1.jpg,2,34.99,2,4.7,December 2015,76.27,3.9
41055-1,Cinderella's Romantic Castle,2014,579,647,https://cdn.rebrickable.com/media/sets/41055-1.jpg,2,59.99,1,4.4,December 2016,114.86,3.9
41056-1,Heartlake News Van,2014,494,278,https://cdn.rebrickable.com/media/sets/41056-1.jpg,0,19.99,0,4.5,December 2015,32.25,3.5
41058-1,Heartlake Shopping Mall,2014,494,1162,https://cdn.rebrickable.com/media/sets/41058-1.jpg,0,79.99,0,4.3,November 2015,161.82,3.8
41059-1,Jungle Tree Sanctuary,2014,494,320,https://cdn.rebrickable.com/media/sets/41059-1.jpg,0,24.99,0,4.5,December 2015,50.74,3.5
41062-1,Elsa's Sparkling Ice Castle,2015,687,292,https://cdn.rebrickable.com/media/sets/41062-1.jpg,3,34.99,1,4.4,November 2016,52.74,3.7
