,id,theme,name,year of release,# of pieces,# of minifigures,Secondary market prices of new sets in 2015,Secondary market prices of used sets in 2015,Primary market price at release,age,Size group (1 - Biggest; 4 - Smallest),Profit Margin,Full Retirement Date,Years Since Retirement,Yearly Average Returns
1932,8533,Bionicle,Gali,2001,35,0.0,26.27,17.8,6.99,14,4,3.758226037195994,,,
1933,853301,Space,Alien Conquest Battle Pack,2011,31,5.0,15.09,3.33,14.99,4,4,1.0066711140760507,2012-04-23T00:00:00Z,3.6931506849315068,1.0018019707430748
1934,853340,Miscellaneous,Minifigure Wedding Favour Set,2011,24,2.0,13.78,13.0,7.99,4,4,1.7246558197747184,2014-10-09T00:00:00Z,1.2301369863013698,
1935,853345,Seasonal,Gold Ornament,2011,40,0.0,17.45,0.0,7.99,4,4,2.1839799749687105,2017-12-02T00:00:00Z,-1.9205479452054794,
1936,853378,City,LEGO City Accessory Pack,2012,43,4.0,19.22,0.0,14.99,3,4,1.2821881254169445,2013-02-17T00:00:00Z,2.871232876712329,1.0904297690585196
1937,853393,Friends,LEGO Friends Picture Frame,2012,49,0.0,14.9,27.0,14.99,3,4,0.9939959973315544,2013-11-29T00:00:00Z,2.0904109589041098,0.9971233248815439
1938,8534,Bionicle,Tahu,2001,33,0.0,36.8,19.04,6.99,14,4,5.264663805436337,,,
1939,8535,Bionicle,Lewa,2001,36,0.0,38.53,16.79,6.99,14,4,5.512160228898426,,,
1940,8536,Bionicle,Kopaka,2001,33,0.0,40.69,17.18,6.99,14,4,5.821173104434907,,,
1941,8537,Bionicle,Nui-Rama,2001,154,0.0,32.07,24.44,14.99,14,4,2.13942628418946,,,
1942,8538,Bionicle,Muaka & Kane-ra,2001,633,0.0,95.07,59.73,69.99,14,3,1.3583369052721816,,,
1943,8539,Bionicle,Manas,2001,457,0.0,115.2,79.87,89.99,14,3,1.2801422380264476,,,
1944,8540,Bionicle,Vakama,2001,28,0.0,18.67,10.05,2.99,14,4,6.2441471571906355,,,
1945,8541,Bionicle,Matau,2001,25,0.0,20.5,9.84,2.99,14,4,6.856187290969899,,,
1946,8542,Bionicle,Onewa,2001,29,0.0,9.75,9.65,2.99,14,4,3.260869565217391,,,
1947,8543,Bionicle,Nokama,2001,27,0.0,18.3,9.68,2.99,14,4,6.120401337792642,,,
1948,8544,Bionicle,Nuju,2001,29,0.0,20.42,9.46,2.99,14,4,6.829431438127091,,,
1949,8545,Bionicle,Whenua,2001,28,0.0,14.47,9.42,2.99,14,4,4.839464882943144,,,
1950,8548,Bionicle,Nui-Jaga,2001,226,0.0,40.4,37.65,34.99,14,4,1.1546156044584166,,,
1951,8549,Bionicle,Tarakava,2001,411,0.0,52.8,46.47,49.99,14,3,1.0562112422484495,,,
1952,8550,Bionicle,Gahlok Va,2002,26,0.0,23.06,12.33,2.99,13,4,7.712374581939798,,,
1953,8551,Bionicle,Kohrak Va,2002,28,0.0,13.07,8.67,2.99,13,4,4.3712374581939795,,,
1954,8552,Bionicle,Lehvak Va,2002,28,0.0,10.33,8.59,2.99,13,4,3.454849498327759,,,
1955,8553,Bionicle,Pahrak Va,2002,27,0.0,9.8,7.19,2.99,13,4,3.277591973244147,,,
1956,8554,Bionicle,Tahnok Va,2002,27,0.0,9.93,8.39,2.99,13,4,3.321070234113712,,,
1957,8555,Bionicle,Nuhvok Va,2002,26,0.0,14.45,7.29,2.99,13,4,4.832775919732441,,,
1958,8556,Bionicle,Boxor Vehicle,2002,157,0.0,37.4,29.67,14.99,13,4,2.494996664442962,,,
1959,8557,Bionicle,Exo-Toa,2002,378,0.0,61.53,44.07,34.99,13,3,1.7585024292655043,,,
1960,8558,Bionicle,Cahdok and Gahdok,2002,636,0.0,93.2,82.0,59.99,13,3,1.553592265377563,,,
1961,8560,Bionicle,Pahrak,2002,41,0.0,20.76,11.81,7.99,13,4,2.598247809762203,,,
1962,8561,Bionicle,Nuhvok,2002,41,0.0,20.42,11.19,7.99,13,4,2.5556946182728413,,,
1963,8562,Bionicle,Gahlok,2002,41,0.0,17.38,13.69,7.99,13,4,2.1752190237797246,,,
1964,8563,Bionicle,Tahnok,2002,41,0.0,27.25,14.55,7.99,13,4,3.4105131414267835,,,
1965,8564,Bionicle,Lehvak,2002,41,0.0,22.27,12.0,7.99,13,4,2.7872340425531914,,,
1966,8565,Bionicle,Kohrak,2002,41,0.0,25.33,12.9,7.99,13,4,3.1702127659574466,,,
1967,8566,Bionicle,Onua Nuva,2002,41,0.0,21.33,12.18,7.99,13,4,2.669586983729662,,,
1968,8567,Bionicle,Lewa Nuva,2002,37,0.0,22.27,12.89,7.99,13,4,2.7872340425531914,,,
1969,8568,Bionicle,Pohatu Nuva,2002,40,0.0,18.2,13.69,7.99,13,4,2.2778473091364204,,,
1970,8569,Bionicle,Krana,2002,5,0.0,14.93,0.0,1.99,13,4,7.50251256281407,,,
1971,8570,Bionicle,Gali Nuva,2002,44,0.0,17.0,12.56,7.99,13,4,2.127659574468085,,,
1972,8571,Bionicle,Kopaka Nuva,2002,42,0.0,20.67,14.8,7.99,13,4,2.586983729662078,,,
1973,8572,Bionicle,Tahu Nuva,2002,36,0.0,42.13,16.87,7.99,13,4,5.272841051314143,,,
1974,8573,Bionicle,Nuhvok-Kal,2003,41,0.0,23.53,14.61,7.99,12,4,2.944931163954944,,,
1975,8574,Bionicle,Tahnok-Kal,2003,41,0.0,19.21,14.63,7.99,12,4,2.404255319148936,,,
1976,8575,Bionicle,Kohrak-Kal,2003,41,0.0,28.71,13.67,7.99,12,4,3.593241551939925,,,
1977,8576,Bionicle,Lehvak-Kal,2003,41,0.0,34.88,11.42,7.99,12,4,4.365456821026283,,,
1978,8577,Bionicle,Pahrak-Kal,2003,41,0.0,20.21,11.06,7.99,12,4,2.5294117647058822,,,
1979,8578,Bionicle,Gahlok-Kal,2003,41,0.0,18.8,13.67,7.99,12,4,2.3529411764705883,,,
1980,8580,Bionicle,Kraata,2003,3,0.0,8.0,7.78,1.99,12,4,4.0201005025125625,,,
1981,8581,Bionicle,Kopeke,2003,25,0.0,12.37,10.83,3.99,12,4,3.1002506265664156,,,
1982,8582,Bionicle,Matoro,2003,25,0.0,16.5,9.47,3.99,12,4,4.135338345864661,,,
1983,8583,Bionicle,Hahli,2003,25,0.0,18.62,10.47,3.99,12,4,4.666666666666667,,,
1984,8584,Bionicle,Hewkii,2003,25,0.0,18.0,10.28,3.99,12,4,4.511278195488722,,,
1985,8585,Bionicle,Hafu,2003,25,0.0,15.91,9.84,3.99,12,4,3.987468671679198,,,
1986,8586,Bionicle,Macku,2003,25,0.0,14.38,10.29,3.99,12,4,3.6040100250626566,,,
1987,8587,Bionicle,Rahkshi Panrahk,2003,45,0.0,18.44,13.27,8.99,12,4,2.0511679644048946,,,
1988,8588,Bionicle,Rahkshi Kurahk,2003,45,1.0,21.88,12.67,8.99,12,4,2.433815350389321,,,
1989,8589,Bionicle,Rahkshi Lerahk,2003,45,1.0,22.93,11.93,8.99,12,4,2.550611790878754,,,
1990,8590,Bionicle,Rahkshi Guurahk,2003,45,1.0,21.36,11.44,8.99,12,4,2.375973303670745,,,
1991,8591,Bionicle,Rahkshi Vorahk,2003,45,1.0,23.69,11.93,8.99,12,4,2.635150166852058,,,
1992,8592,Bionicle,Rahkshi Turahk,2003,45,1.0,21.9,11.31,8.99,12,4,2.4360400444938817,,,
1993,8593,Bionicle,Makuta,2003,199,0.0,64.0,42.24,19.99,12,4,3.2016008004002003,,,
1994,8594,Bionicle,Jailer and Gukko,2003,172,0.0,39.33,28.4,19.99,12,4,1.9674837418709354,,,
1995,8595,Bionicle,Takua and Pewku,2003,221,0.0,48.13,35.44,19.99,12,4,2.4077038519259633,,,
1996,8596,Bionicle,Takanuva,2003,200,0.0,91.2,41.18,29.99,12,4,3.0410136712237414,,,
1997,8598,Bionicle,Kanohi Nuva and Krana Pack,2002,5,0.0,33.9,0.0,1.99,13,4,17.035175879396984,,,
1998,8599,Bionicle,Krana-Kal,2003,5,0.0,19.93,0.0,1.99,12,4,10.015075376884422,,,
1999,8601,Bionicle,Vakama,2004,48,0.0,20.63,18.88,7.99,11,4,2.5819774718397994,,,
2000,8602,Bionicle,Nokama,2004,46,0.0,12.87,11.68,7.99,11,4,1.6107634543178972,,,
2001,8603,Bionicle,Whenua,2004,49,0.0,21.36,12.94,7.99,11,4,2.6733416770963703,,,
2002,8604,Bionicle,Onewa,2004,44,0.0,11.07,11.76,7.99,11,4,1.3854818523153942,,,
2003,8605,Bionicle,Matau,2004,46,0.0,28.29,12.58,7.99,11,4,3.540675844806007,,,
2004,8606,Bionicle,Nuju,2004,48,0.0,17.47,15.12,7.99,11,4,2.1864831038798496,,,
2005,8607,Bionicle,Nuhrii,2004,27,0.0,22.3,18.67,3.99,11,4,5.5889724310776945,,,
2006,8608,Bionicle,Vhisola,2004,27,0.0,14.17,7.65,3.99,11,4,3.551378446115288,,,
2007,8609,Bionicle,Tehutti,2004,27,0.0,12.6,8.56,3.99,11,4,3.157894736842105,,,
2008,8610,Bionicle,Ahkmou,2004,27,0.0,14.0,7.56,3.99,11,4,3.508771929824561,,,
2009,8611,Bionicle,Orkahm,2004,27,0.0,7.2,8.13,3.99,11,4,1.8045112781954886,,,
2010,8612,Bionicle,Ehrye,2004,30,0.0,7.0,8.88,3.99,11,4,1.7543859649122806,,,
2011,8613,Bionicle,Kanoka Disk Launcher Pack,2004,4,0.0,6.09,2.0,1.99,11,4,3.0603015075376883,,,
2012,8614,Bionicle,Nuurakh,2004,32,0.0,16.06,9.27,8.99,11,4,1.78642936596218,,,
2013,8615,Bionicle,Bordakh,2004,32,0.0,17.27,9.81,8.99,11,4,1.9210233592880979,,,
2014,8616,Bionicle,Vorzakh,2004,32,0.0,17.75,9.56,8.99,11,4,1.9744160177975527,,,
2015,8617,Bionicle,Zadakh,2004,32,0.0,12.13,10.69,8.99,11,4,1.3492769744160178,,,
2016,8618,Bionicle,Rorzakh,2004,32,0.0,19.48,10.88,8.99,11,4,2.1668520578420467,,,
2017,8619,Bionicle,Keerakh,2004,32,0.0,16.82,10.12,8.99,11,4,1.8709677419354838,,,
2018,8621,Bionicle,Turaga Dume and Nivawk,2004,180,0.0,28.87,22.53,19.99,11,4,1.444222111055528,,,
2019,8622,Bionicle,Nidhiki,2004,170,0.0,39.0,23.19,19.99,11,4,1.950975487743872,,,
2020,8623,Bionicle,Krekka,2004,214,0.0,42.93,29.47,19.99,11,4,2.147573786893447,,,
2021,8624,Bionicle,Race for the Mask of Life,2006,507,8.0,36.31,7.33,49.99,9,3,0.7263452690538108,2007-12-06T00:00:00Z,8.076712328767123,0.9611866854681472
2022,8625,Bionicle,Umbra,2006,179,0.0,89.75,42.87,24.99,9,4,3.591436574629852,,,
2023,8626,Bionicle,Irnakk,2006,132,0.0,110.53,79.0,24.99,9,4,4.42296918767507,,,
2024,8630,Agents,Gold Hunt,2008,352,3.0,60.8,23.67,29.99,7,3,2.027342447482494,2009-06-26T00:00:00Z,6.52054794520548,1.1144760880825155
2025,8631,Agents,Jetpack Pursuit,2008,88,2.0,31.87,14.4,9.99,7,4,3.19019019019019,2009-05-22T00:00:00Z,6.616438356164384,1.1916430666188198
2026,8632,Agents,Swamp Raid,2008,231,2.0,43.33,23.2,19.99,7,4,2.167583791895948,2009-06-30T00:00:00Z,6.50958904109589,1.126192053512691
2027,8633,Agents,Speedboat Rescue,2008,340,3.0,88.13,27.0,39.99,7,3,2.203800950237559,2009-06-10T00:00:00Z,6.564383561643836,1.1279190382257858
2028,8634,Agents,Turbocar Chase,2008,498,3.0,109.6,62.73,49.99,7,3,2.1924384876975394,2009-06-05T00:00:00Z,6.578082191780822,1.1267505614614017
2029,8635,Agents,Mobile Command Center,2008,1154,7.0,230.35,118.2,89.99,7,2,2.559728858762085,2009-04-24T00:00:00Z,6.693150684931507,1.1507654604354742
2030,8636,Agents,Deep Sea Quest,2008,520,4.0,46.42,54.2,49.99,7,3,0.9285857171434286,2009-04-10T00:00:00Z,6.7315068493150685,0.989053518661474
2031,8637,Agents,Volcano Base,2008,718,6.0,229.53,137.67,69.99,7,2,3.279468495499357,2009-04-03T00:00:00Z,6.750684931506849,1.192360484126293
2032,8638,Cars,Spy Jet Escape,2011,339,0.0,50.35,27.6,49.99,4,4,1.0072014402880576,2011-12-14T00:00:00Z,4.052054794520548,1.0017724318616992
2033,8639,Cars,Big Bentley Bust Out,2011,743,0.0,50.83,30.8,69.99,4,2,0.726246606658094,2012-01-20T00:00:00Z,3.9506849315068493,0.9222263334686245
2034,8653,Racers,Enzo Ferrari 1:10,2005,1360,0.0,437.47,153.47,99.99,10,1,4.375137513751375,,,
2035,8674,Racers,Ferrari F1 Racer 1:8,2006,1246,0.0,527.27,217.8,139.99,9,1,3.7664833202371595,2008-03-13T00:00:00Z,7.808219178082192,1.185114278911054
2036,8677,Cars,Ultimate Build Mater,2011,288,0.0,31.38,15.73,29.99,4,4,1.0463487829276426,2011-12-27T00:00:00Z,4.016438356164383,1.0113441939512935
2037,8678,Cars,Ultimate Build Francesco,2011,196,0.0,27.4,14.87,29.99,4,4,0.9136378792930977,2011-12-28T00:00:00Z,4.013698630136986,0.9777481287709773
2038,8679,Cars,Tokyo International Circuit (TRU Exclusive),2011,842,0.0,97.71,56.42,89.99,4,2,1.085787309701078,2012-03-07T00:00:00Z,3.8219178082191783,1.0217686464941946
2039,8685,Bionicle,Toa Kopaka,2008,54,0.0,21.33,17.87,9.99,7,4,2.135135135135135,2009-01-13T00:00:00Z,6.96986301369863,1.1149727485492107
2040,8686,Bionicle,Toa Lewa,2008,52,0.0,33.0,20.89,9.99,7,4,3.303303303303303,2009-02-27T00:00:00Z,6.846575342465753,1.1906847536563852
2041,8687,Bionicle,Toa Pohatu,2007,68,0.0,26.67,17.27,9.99,8,4,2.66966966966967,2008-12-30T00:00:00Z,7.008219178082192,1.1504057785910877
2042,8688,Bionicle,Toa Gali,2008,60,0.0,16.53,15.5,12.99,7,4,1.2725173210161664,2009-06-09T00:00:00Z,6.567123287671233,1.03737917790928
2043,8689,Bionicle,Toa Tahu,2008,73,0.0,22.87,18.47,12.99,7,4,1.76058506543495,2009-06-30T00:00:00Z,6.50958904109589,1.090781377084359
2044,8690,Bionicle,Toa Onua,2008,62,0.0,18.07,15.87,12.99,7,4,1.3910700538876057,2009-05-30T00:00:00Z,6.594520547945206,1.0513264544332313
2045,8691,Bionicle,Antroz,2008,53,0.0,26.73,18.53,9.99,7,4,2.675675675675676,2009-02-16T00:00:00Z,6.876712328767123,1.1538694101236837
2046,8692,Bionicle,Vamprah,2008,49,0.0,24.73,16.8,9.99,7,4,2.4754754754754753,2009-04-30T00:00:00Z,6.676712328767123,1.1454073100047302
2047,8693,Bionicle,Chirox,2008,49,0.0,25.6,16.83,9.99,7,4,2.5625625625625625,2009-04-30T00:00:00Z,6.676712328767123,1.1513541717891496
2048,8694,Bionicle,Krika,2008,40,0.0,17.53,15.38,12.99,7,4,1.3494996150885297,2009-05-30T00:00:00Z,6.594520547945206,1.0465007269859128
2049,8695,Bionicle,Gorast,2008,51,0.0,14.27,12.0,12.99,7,4,1.098537336412625,2009-07-10T00:00:00Z,6.482191780821918,1.014603728512751
2050,8696,Bionicle,Bitil,2008,54,0.0,15.75,14.07,12.99,7,4,1.2124711316397228,2009-07-04T00:00:00Z,6.498630136986302,1.0300901576953188
2051,8697,Bionicle,Toa Ignika,2008,140,0.0,45.4,31.88,19.99,7,4,2.271135567783892,2009-02-05T00:00:00Z,6.906849315068493,1.1261032955706565
2052,8698,Bionicle,Vultraz,2008,133,0.0,27.53,19.67,19.99,7,4,1.3771885942971487,2009-03-12T00:00:00Z,6.810958904109589,1.0481110988374622
2053,8699,Bionicle,Takanuva,2008,267,0.0,50.6,40.6,29.99,7,4,1.6872290763587865,2009-07-10T00:00:00Z,6.482191780821918,1.0840414042073954
2054,8701,Castle,King Jayko,2006,130,0.0,18.07,9.27,19.99,9,4,0.903951975987994,,,
2055,8702,Castle,Lord Vladek,2006,112,0.0,18.31,14.92,19.99,9,4,0.9159579789894947,,,
2056,8703,Castle,Sir Kentis,2006,43,0.0,21.33,10.87,9.99,9,4,2.135135135135135,,,
2057,8704,Castle,Sir Adric,2006,40,0.0,11.93,6.2,9.99,9,4,1.194194194194194,,,
2058,8705,Castle,Dracus,2006,38,0.0,13.87,8.27,9.99,9,4,1.3883883883883883,2008-09-11T00:00:00Z,7.30958904109589,1.0459151197103502
2059,8706,Castle,Karzon,2006,44,0.0,13.82,9.27,9.99,9,4,1.3833833833833833,2008-03-08T00:00:00Z,7.821917808219178,1.0423628522195547
2060,8707,Power miners,Boulder Blaster,2009,293,2.0,71.93,33.4,26.99,6,4,2.6650611337532424,2009-12-15T00:00:00Z,6.049315068493151,1.1759064958489505
2061,8708,Power miners,Cave Crusher,2009,259,3.0,111.13,57.4,49.99,6,4,2.2230446089217843,2010-01-02T00:00:00Z,6.0,1.1424171030275518
2062,8709,Power miners,Underground Mining Station,2009,637,4.0,161.2,83.93,79.99,6,3,2.015251906488311,2009-12-06T00:00:00Z,6.073972602739726,1.1222867568958468
2063,8715,Bionicle,Bionicle Exclusive Accessories,2005,401,0.0,109.93,107.29,19.99,10,3,5.499249624812407,,,
2064,8719,Bionicle,Zamor Spheres,2006,10,0.0,9.27,5.5,1.99,9,4,4.658291457286432,,,
2065,8721,Bionicle,Velika,2006,21,0.0,13.57,8.41,3.99,9,4,3.401002506265664,,,
2066,8722,Bionicle,Kazi,2006,25,0.0,14.91,7.78,3.99,9,4,3.7368421052631575,,,
2067,8723,Bionicle,Piruk,2006,27,0.0,16.86,9.26,3.99,9,4,4.2255639097744355,,,
2068,8724,Bionicle,Garan,2006,21,0.0,13.13,8.07,3.99,9,4,3.2907268170426067,,,
2069,8725,Bionicle,Balta,2006,22,0.0,19.88,8.41,3.99,9,4,4.982456140350877,,,
2070,8726,Bionicle,Dalu,2006,25,0.0,13.15,8.87,3.99,9,4,3.2957393483709274,,,
2071,8727,Bionicle,Toa Jailer,2006,46,0.0,36.8,19.47,9.99,9,4,3.6836836836836833,2008-09-11T00:00:00Z,7.30958904109589,1.195284143935349
2072,8728,Bionicle,Toa Hahli,2006,46,0.0,30.6,17.4,9.99,9,4,3.0630630630630633,2007-12-02T00:00:00Z,8.087671232876712,1.1484464361656863
2073,8729,Bionicle,Toa Nuparu,2006,54,0.0,40.93,18.07,9.99,9,4,4.097097097097097,2007-12-10T00:00:00Z,8.065753424657535,1.191064842432392
2074,8730,Bionicle,Toa Hewkii,2006,62,0.0,21.93,17.47,9.99,9,4,2.195195195195195,,,
2075,8731,Bionicle,Toa Kongu,2006,46,0.0,29.0,18.47,9.99,9,4,2.9029029029029028,2007-11-03T00:00:00Z,8.167123287671233,1.139384218897457
2076,8732,Bionicle,Toa Matoro,2006,46,0.0,26.07,17.19,9.99,9,4,2.6096096096096097,,,
2077,8733,Bionicle,Axonn,2006,196,0.0,84.2,52.81,19.99,9,4,4.212106053026513,,,
2078,8734,Bionicle,Brutaka,2006,193,0.0,94.27,49.79,19.99,9,4,4.715857928964482,,,
2079,8736,Bionicle,Toa Hordika Vakama,2005,48,0.0,27.77,13.73,8.99,10,4,3.088987764182425,2008-01-11T00:00:00Z,7.978082191780822,1.1518481513051626
2080,8737,Bionicle,Toa Hordika Nokama,2005,48,0.0,21.56,11.83,8.99,10,4,2.3982202447163514,,,
2081,8738,Bionicle,Toa Hordika Whenua,2005,48,0.0,13.0,9.89,8.99,10,4,1.4460511679644048,,,
2082,8739,Bionicle,Toa Hordika Onewa,2005,48,0.0,14.13,11.42,8.99,10,4,1.57174638487208,,,
2083,8740,Bionicle,Toa Hordika Matau,2005,48,0.0,13.19,12.4,8.99,10,4,1.4671857619577306,,,
2084,8741,Bionicle,Toa Hordika Nuju,2005,48,0.0,12.63,12.53,8.99,10,4,1.4048943270300334,,,
2085,8742,Bionicle,Visorak Vohtarak,2005,48,0.0,22.59,12.39,8.99,10,4,2.5127919911012233,,,
2086,8743,Bionicle,Visorak Boggarak,2005,48,0.0,17.26,11.24,8.99,10,4,1.9199110122358176,,,
2087,8744,Bionicle,Visorak Oohnorak,2005,47,0.0,11.07,12.16,8.99,10,4,1.2313681868743047,,,
2088,8745,Bionicle,Visorak Roporak,2005,48,0.0,12.47,10.31,8.99,10,4,1.3870967741935485,,,
2089,8746,Bionicle,Visorak Keelerak,2005,48,0.0,22.87,12.37,8.99,10,4,2.5439377085650725,,,
2090,8747,Bionicle,Visorak Suukorak,2005,48,0.0,16.47,12.56,8.99,10,4,1.8320355951056728,,,
2091,8748,Bionicle,Rhotuka Spinners,2005,5,0.0,7.71,0.5,1.99,10,4,3.8743718592964824,,,
2092,8755,Bionicle,Keetongu,2005,203,0.0,31.87,27.87,19.99,10,4,1.5942971485742874,,,
2093,8756,Bionicle,Sidorak,2005,211,0.0,35.6,32.27,19.99,10,4,1.7808904452226115,,,
2094,8757,Bionicle,Visorak Battle Ram,2005,176,14.0,36.73,25.47,29.99,10,4,1.2247415805268422,,,
2095,8758,Bionicle,Tower of Toa,2005,401,14.0,32.0,12.0,49.99,10,3,0.640128025605121,,,
2096,8759,Bionicle,Battle of Metru Nui,2005,858,14.0,66.6,33.6,79.99,10,2,0.8326040755094387,,,
2097,8761,Bionicle,Roodaka,2005,233,0.0,48.33,36.4,19.99,10,4,2.4177088544272136,,,
2098,8762,Bionicle,Toa Iruini,2005,53,0.0,31.5,17.0,0.0,10,4,,,,
2099,8763,Bionicle,Toa Norik,2005,55,0.0,50.83,20.4,0.0,10,4,,,,
2100,8764,Bionicle,Vezon & Fenrakk,2006,281,0.0,75.13,49.0,29.99,9,4,2.5051683894631545,,,
2101,8769,Bionicle,Visorak’s Gate,2005,318,14.0,60.87,30.19,39.99,10,4,1.5221305326331582,,,
2102,8777,Castle,Vladek Encounter,2004,42,2.0,20.5,10.73,8.99,11,4,2.2803114571746383,,,
2103,8778,Castle,Border Ambush,2004,177,2.0,24.67,17.33,19.99,11,4,1.234117058529265,,,
2104,8779,Castle,The Grand Tournament,2004,312,3.0,33.95,24.73,29.99,11,4,1.1320440146715574,,,
2105,8780,Castle,Citadel of Orlan,2004,442,4.0,69.87,42.87,49.99,11,3,1.3976795359071814,,,
2106,8781,Castle,The Castle of Morcia,2004,637,8.0,130.13,72.87,89.99,11,3,1.4460495610623403,,,
2107,8782,Castle,Danju,2004,46,0.0,15.21,6.0,7.99,11,4,1.9036295369211516,,,
2108,8783,Castle,Jayko,2004,49,0.0,15.39,6.6,7.99,11,4,1.9261576971214018,,,
2109,8784,Castle,Rascus,2004,50,0.0,12.6,7.33,7.99,11,4,1.5769712140175218,,,
2110,8785,Castle,Santis,2004,50,0.0,14.23,6.27,7.99,11,4,1.780976220275344,,,
2111,8786,Castle,Vladek,2004,52,0.0,14.47,6.47,7.99,11,4,1.8110137672090112,,,
2112,8791,Castle,Sir Danju,2005,42,0.0,17.64,12.2,8.99,10,4,1.9621802002224695,2008-04-08T00:00:00Z,7.736986301369863,1.0910289990485986
2113,8792,Castle,Sir Jayko,2005,43,0.0,14.5,9.8,8.99,10,4,1.6129032258064515,,,
2114,8793,Castle,Sir Rascus,2005,44,0.0,22.0,7.0,8.99,10,4,2.447163515016685,,,
2115,8794,Castle,Sir Santis,2005,44,0.0,11.75,4.33,8.99,10,4,1.3070077864293659,,,
2116,8795,Castle,Lord Vladek,2005,44,0.0,9.73,10.27,8.99,10,4,1.082313681868743,,,
2117,8796,Castle,King Mathias,2005,43,0.0,8.63,5.33,8.99,10,4,0.9599555061179088,,,
2118,8799,Castle,Knights’ Castle Wall,2004,178,3.0,35.3,33.87,19.99,11,4,1.7658829414707353,,,
2119,8800,Castle,Vladek’s Siege Engine,2004,192,2.0,32.17,20.2,19.99,11,4,1.6093046523261634,,,
2120,8809,Castle,King Mathias,2004,44,0.0,9.61,5.4,9.99,11,4,0.9619619619619619,,,
2121,8811,Bionicle,Toa Lhikan and Kikanalo,2004,215,0.0,78.47,44.24,29.99,11,4,2.616538846282094,,,
2122,8813,Castle,Battle at the Pass,2006,381,11.0,124.2,68.47,39.99,9,3,3.1057764441110276,,,
2123,8821,Castle,Rogue Knight Battleship,2006,152,3.0,38.87,22.13,19.99,9,4,1.944472236118059,,,
2124,8822,Castle,Gargoyle Bridge,2006,250,3.0,36.6,30.2,29.99,9,4,1.2204068022674226,,,
2125,8823,Castle,Mistlands Tower,2006,431,6.0,93.87,54.2,49.99,9,3,1.8777755551110222,,,
2126,8866,City,Train Motor,2009,7,0.0,17.03,13.71,10.99,6,4,1.5495905368516834,2012-11-01T00:00:00Z,3.1671232876712327,1.148311864094001
2127,8867,City,Flexible Train Track,2009,64,0.0,31.95,21.08,24.99,6,4,1.2785114045618249,2015-12-30T00:00:00Z,0.005479452054794521,
2128,8873,Castle,Fireball Catapult,2005,46,2.0,19.93,11.27,7.99,10,4,2.4943679599499373,,,
2129,8874,Castle,Battle Wagon,2005,129,3.0,42.87,22.6,19.99,10,4,2.1445722861430716,,,
2130,8875,Castle,King’s Siege Tower,2005,135,4.0,45.4,23.33,19.99,10,4,2.271135567783892,,,
2131,8876,Castle,Scorpion Prison Cave,2005,280,5.0,60.47,39.6,39.99,10,4,1.512128032008002,,,
2132,8877,Castle,Vladek’s Dark Fortress,2005,983,9.0,168.07,112.67,99.99,10,2,1.680868086808681,,,
2133,8880,Technic,Super Car,1994,1343,0.0,310.93,236.6,129.99,21,1,2.391953227171321,,,
2134,8892,Bionicle,Piraka Outpost,2006,211,4.0,36.59,15.06,29.99,9,4,1.2200733577859288,,,
2135,8893,Bionicle,Lava Chamber Gate,2006,373,8.0,54.63,39.13,39.99,9,3,1.3660915228807202,2007-12-06T00:00:00Z,8.076712328767123,1.0393794519158053
2136,8894,Bionicle,Piraka Stronghold,2006,648,12.0,35.71,29.83,74.99,9,3,0.4761968262434992,,,
2137,8900,Bionicle,Reidak,2006,41,0.0,35.0,19.04,8.99,9,4,3.89321468298109,,,
2138,8901,Bionicle,Hakann,2006,42,0.0,37.0,17.33,8.99,9,4,4.115684093437152,,,
2139,8902,Bionicle,Vezok,2006,41,0.0,31.95,16.67,8.99,9,4,3.5539488320355948,,,
2140,8903,Bionicle,Zaktan,2006,41,0.0,38.13,19.29,8.99,9,4,4.241379310344827,,,
2141,8904,Bionicle,Avak,2006,41,0.0,27.33,18.79,8.99,9,4,3.0400444938820907,,,
2142,8905,Bionicle,Thok,2006,42,0.0,42.13,18.57,8.99,9,4,4.686318131256952,,,
2143,8910,Bionicle,Toa Kongu,2007,74,0.0,23.27,19.6,9.99,8,4,2.329329329329329,2008-09-11T00:00:00Z,7.30958904109589,1.1226376651373347
2144,8911,Bionicle,Toa Jailer,2007,68,0.0,21.4,20.13,9.99,8,4,2.142142142142142,2008-09-11T00:00:00Z,7.30958904109589,1.1098447395554134
2145,8912,Bionicle,Toa Hewkii,2007,62,0.0,22.8,18.06,9.99,8,4,2.2822822822822824,2008-09-11T00:00:00Z,7.30958904109589,1.119508234429987
2146,8913,Bionicle,Toa Nuparu,2007,59,0.0,20.33,16.33,9.99,8,4,2.035035035035035,2008-09-11T00:00:00Z,7.30958904109589,1.1020839309617483
2147,8914,Bionicle,Toa Hahli,2007,59,0.0,31.67,17.83,9.99,8,4,3.17017017017017,2008-09-11T00:00:00Z,7.30958904109589,1.1709851883593705
2148,8915,Bionicle,Toa Matoro,2007,63,0.0,29.87,13.06,9.99,8,4,2.98998998998999,2008-09-11T00:00:00Z,7.30958904109589,1.1616485576304574
2149,8916,Bionicle,Takadox,2007,62,0.0,30.0,15.81,9.99,8,4,3.003003003003003,2008-02-04T00:00:00Z,7.912328767123288,1.1490949218473803
